dol vehicle id,clean_alternative_fuel_vehicle_type,make,model,new_or_used_vehicle,sale_price,dol_transaction_date,transaction_type,transaction_year,electric_vehicle_fee_paid,electric_range,vehicle_primary_use,meets_2019_hb_2042_electric_range_requirement
207119594,Plug-in Hybrid Electric Vehicle (PHEV),TOYOTA,RAV4 Prime,Used,0,June 03 2022,Original Registration,2022,No,42,Passenger,TRUE
225862934,Plug-in Hybrid Electric Vehicle (PHEV),TOYOTA,RAV4 Prime,New,44327,November 04 2022,Original Title,2022,Not Applicable,42,Passenger,TRUE
225862934,Plug-in Hybrid Electric Vehicle (PHEV),TOYOTA,RAV4 Prime,New,0,November 04 2022,Original Registration,2022,No,42,Passenger,TRUE
208680370,Plug-in Hybrid Electric Vehicle (PHEV),TOYOTA,RAV4 Prime,Used,0,June 03 2022,Original Registration,2022,No,42,Passenger,TRUE
114801704,Plug-in Hybrid Electric Vehicle (PHEV),TOYOTA,Prius Prime,New,28799,August 17 2020,Original Title,2020,Not Applicable,25,Passenger,FALSE
114801704,Plug-in Hybrid Electric Vehicle (PHEV),TOYOTA,Prius Prime,New,0,August 17 2020,Original Registration,2020,No,25,Passenger,FALSE
114801704,Plug-in Hybrid Electric Vehicle (PHEV),TOYOTA,Prius Prime,Used,0,June 18 2021,Registration Renewal,2021,No,25,Passenger,FALSE
114801704,Plug-in Hybrid Electric Vehicle (PHEV),TOYOTA,Prius Prime,Used,0,August 22 2022,Registration Renewal,2022,No,25,Passenger,FALSE
207712235,Plug-in Hybrid Electric Vehicle (PHEV),TOYOTA,Prius Prime,Used,0,June 29 2020,Registration Renewal,2020,No,25,Passenger,FALSE
187689085,Plug-in Hybrid Electric Vehicle (PHEV),TOYOTA,Prius Plug-in,Used,8128,September 06 2022,Transfer Title,2022,Not Applicable,6,Passenger,FALSE
187689085,Plug-in Hybrid Electric Vehicle (PHEV),TOYOTA,Prius Plug-in,Used,0,September 06 2022,Registration at time of Transfer,2022,No,6,Passenger,FALSE
317916028,Plug-in Hybrid Electric Vehicle (PHEV),TOYOTA,Prius Prime,New,28800,April 25 2018,Original Title,2018,Not Applicable,25,Passenger,FALSE
317916028,Plug-in Hybrid Electric Vehicle (PHEV),TOYOTA,Prius Prime,New,0,April 25 2018,Original Registration,2018,No,25,Passenger,FALSE
317916028,Plug-in Hybrid Electric Vehicle (PHEV),TOYOTA,Prius Prime,Used,0,April 02 2019,Registration Renewal,2019,No,25,Passenger,FALSE
317916028,Plug-in Hybrid Electric Vehicle (PHEV),TOYOTA,Prius Prime,Used,0,March 12 2020,Registration Renewal,2020,No,25,Passenger,FALSE
317916028,Plug-in Hybrid Electric Vehicle (PHEV),TOYOTA,Prius Prime,Used,0,March 13 2021,Registration Renewal,2021,No,25,Passenger,FALSE
317916028,Plug-in Hybrid Electric Vehicle (PHEV),TOYOTA,Prius Prime,Used,0,March 22 2022,Registration Renewal,2022,No,25,Passenger,FALSE
165848567,Plug-in Hybrid Electric Vehicle (PHEV),TOYOTA,Prius Plug-in,Used,0,November 09 2016,Original Registration,2016,No,6,Passenger,FALSE
165848567,Plug-in Hybrid Electric Vehicle (PHEV),TOYOTA,Prius Plug-in,Used,0,November 09 2016,Original Title,2016,Not Applicable,6,Passenger,FALSE
476045433,Plug-in Hybrid Electric Vehicle (PHEV),TOYOTA,Prius Prime,Used,0,March 03 2020,Registration Renewal,2020,No,25,Passenger,FALSE
476045433,Plug-in Hybrid Electric Vehicle (PHEV),TOYOTA,Prius Prime,Used,0,February 22 2021,Registration Renewal,2021,No,25,Passenger,FALSE
476045433,Plug-in Hybrid Electric Vehicle (PHEV),TOYOTA,Prius Prime,Used,0,February 08 2022,Registration Renewal,2022,No,25,Passenger,FALSE
269113036,Plug-in Hybrid Electric Vehicle (PHEV),TOYOTA,Prius Plug-in,Used,0,November 16 2016,Original Registration,2016,No,6,Passenger,FALSE
269113036,Plug-in Hybrid Electric Vehicle (PHEV),TOYOTA,Prius Plug-in,Used,0,November 16 2016,Original Title,2016,Not Applicable,6,Passenger,FALSE
269113036,Plug-in Hybrid Electric Vehicle (PHEV),TOYOTA,Prius Plug-in,Used,0,January 02 2018,Registration Renewal,2018,No,6,Passenger,FALSE
269113036,Plug-in Hybrid Electric Vehicle (PHEV),TOYOTA,Prius Plug-in,Used,0,October 25 2018,Registration Renewal,2018,No,6,Passenger,FALSE
202438092,Plug-in Hybrid Electric Vehicle (PHEV),TOYOTA,Prius Plug-in,Used,0,February 28 2019,Registration Renewal,2019,No,6,For Hire,FALSE
202438092,Plug-in Hybrid Electric Vehicle (PHEV),TOYOTA,Prius Plug-in,Used,0,November 19 2019,Registration Renewal,2019,No,6,For Hire,FALSE
202438092,Plug-in Hybrid Electric Vehicle (PHEV),TOYOTA,Prius Plug-in,Used,0,September 16 2021,Registration Renewal,2021,No,6,For Hire,FALSE
104293108,Plug-in Hybrid Electric Vehicle (PHEV),TOYOTA,Prius Prime,New,33526,March 04 2020,Original Title,2020,Not Applicable,25,Passenger,FALSE
104293108,Plug-in Hybrid Electric Vehicle (PHEV),TOYOTA,Prius Prime,New,0,March 04 2020,Original Registration,2020,No,25,Passenger,FALSE
268952575,Plug-in Hybrid Electric Vehicle (PHEV),TOYOTA,Prius Prime,New,27570,July 09 2018,Original Title,2018,Not Applicable,25,Passenger,FALSE
268952575,Plug-in Hybrid Electric Vehicle (PHEV),TOYOTA,Prius Prime,New,0,July 09 2018,Original Registration,2018,No,25,Passenger,FALSE
268952575,Plug-in Hybrid Electric Vehicle (PHEV),TOYOTA,Prius Prime,Used,0,June 03 2019,Registration Renewal,2019,No,25,Passenger,FALSE
224518451,Plug-in Hybrid Electric Vehicle (PHEV),TOYOTA,RAV4 Prime,Used,56990,November 18 2022,Original Title,2022,Not Applicable,42,Passenger,TRUE
224518451,Plug-in Hybrid Electric Vehicle (PHEV),TOYOTA,RAV4 Prime,Used,0,November 18 2022,Original Registration,2022,No,42,Passenger,TRUE
224310222,Plug-in Hybrid Electric Vehicle (PHEV),TOYOTA,Prius Plug-in,Used,0,March 27 2019,Registration Renewal,2019,No,6,Passenger,FALSE
224310222,Plug-in Hybrid Electric Vehicle (PHEV),TOYOTA,Prius Plug-in,Used,0,March 19 2020,Registration Renewal,2020,No,6,Passenger,FALSE
224310222,Plug-in Hybrid Electric Vehicle (PHEV),TOYOTA,Prius Plug-in,Used,0,April 03 2021,Registration Renewal,2021,No,6,Passenger,FALSE
224310222,Plug-in Hybrid Electric Vehicle (PHEV),TOYOTA,Prius Plug-in,Used,0,March 23 2022,Registration Renewal,2022,No,6,Passenger,FALSE
323731404,Plug-in Hybrid Electric Vehicle (PHEV),TOYOTA,Prius Prime,Used,0,March 15 2021,Registration Renewal,2021,No,25,Passenger,FALSE
323731404,Plug-in Hybrid Electric Vehicle (PHEV),TOYOTA,Prius Prime,Used,0,March 14 2022,Registration Renewal,2022,No,25,Passenger,FALSE
323731404,Plug-in Hybrid Electric Vehicle (PHEV),TOYOTA,Prius Prime,New,33848,May 04 2018,Original Title,2018,Not Applicable,25,Passenger,FALSE
323731404,Plug-in Hybrid Electric Vehicle (PHEV),TOYOTA,Prius Prime,New,0,May 04 2018,Original Registration,2018,No,25,Passenger,FALSE
100757121,Plug-in Hybrid Electric Vehicle (PHEV),TOYOTA,Prius Prime,Used,0,February 22 2020,Original Registration,2020,No,25,Passenger,FALSE
100757121,Plug-in Hybrid Electric Vehicle (PHEV),TOYOTA,Prius Prime,Used,0,February 12 2021,Registration Renewal,2021,No,25,Passenger,FALSE
100757121,Plug-in Hybrid Electric Vehicle (PHEV),TOYOTA,Prius Prime,Used,0,February 08 2022,Registration Renewal,2022,No,25,Passenger,FALSE
172022693,Plug-in Hybrid Electric Vehicle (PHEV),TOYOTA,Prius Plug-in,Used,0,April 26 2019,Original Title,2019,Not Applicable,6,Passenger,FALSE
172022693,Plug-in Hybrid Electric Vehicle (PHEV),TOYOTA,Prius Plug-in,Used,0,April 26 2019,Original Registration,2019,No,6,Passenger,FALSE
172022693,Plug-in Hybrid Electric Vehicle (PHEV),TOYOTA,Prius Plug-in,Used,0,March 24 2020,Registration Renewal,2020,No,6,Passenger,FALSE
172022693,Plug-in Hybrid Electric Vehicle (PHEV),TOYOTA,Prius Plug-in,Used,0,May 03 2021,Registration Renewal,2021,No,6,Passenger,FALSE
172022693,Plug-in Hybrid Electric Vehicle (PHEV),TOYOTA,Prius Plug-in,Used,0,July 29 2022,Registration Renewal,2022,No,6,Passenger,FALSE
161457733,Plug-in Hybrid Electric Vehicle (PHEV),TOYOTA,RAV4 Prime,New,0,June 11 2021,Original Registration,2021,No,42,Passenger,TRUE
161457733,Plug-in Hybrid Electric Vehicle (PHEV),TOYOTA,RAV4 Prime,Used,0,July 28 2022,Registration Renewal,2022,Yes,42,Passenger,TRUE
161457733,Plug-in Hybrid Electric Vehicle (PHEV),TOYOTA,RAV4 Prime,New,49422,June 11 2021,Original Title,2021,Not Applicable,42,Passenger,TRUE
142163675,Plug-in Hybrid Electric Vehicle (PHEV),TOYOTA,RAV4 Prime,New,49614,February 11 2021,Original Title,2021,Not Applicable,42,Passenger,TRUE
142163675,Plug-in Hybrid Electric Vehicle (PHEV),TOYOTA,RAV4 Prime,New,0,February 11 2021,Original Registration,2021,No,42,Passenger,TRUE
142163675,Plug-in Hybrid Electric Vehicle (PHEV),TOYOTA,RAV4 Prime,Used,0,January 15 2022,Registration Renewal,2022,Yes,42,Passenger,TRUE
158789179,Plug-in Hybrid Electric Vehicle (PHEV),TOYOTA,Prius Plug-in,Used,0,November 12 2013,Registration Renewal,2013,No,6,Passenger,FALSE
158789179,Plug-in Hybrid Electric Vehicle (PHEV),TOYOTA,Prius Plug-in,Used,0,November 07 2014,Registration Renewal,2014,No,6,Passenger,FALSE
158789179,Plug-in Hybrid Electric Vehicle (PHEV),TOYOTA,Prius Plug-in,Used,0,November 23 2015,Registration Renewal,2015,No,6,Passenger,FALSE
158789179,Plug-in Hybrid Electric Vehicle (PHEV),TOYOTA,Prius Plug-in,Used,0,December 10 2015,Transfer Title,2015,Not Applicable,6,Passenger,FALSE
158789179,Plug-in Hybrid Electric Vehicle (PHEV),TOYOTA,Prius Plug-in,Used,0,November 21 2016,Registration Renewal,2016,No,6,Passenger,FALSE
164500164,Plug-in Hybrid Electric Vehicle (PHEV),TOYOTA,Prius Prime,New,34000,January 08 2018,Original Title,2018,Not Applicable,25,Passenger,FALSE
164500164,Plug-in Hybrid Electric Vehicle (PHEV),TOYOTA,Prius Prime,New,0,January 08 2018,Original Registration,2018,No,25,Passenger,FALSE
164500164,Plug-in Hybrid Electric Vehicle (PHEV),TOYOTA,Prius Prime,Used,0,December 17 2018,Registration Renewal,2018,No,25,Passenger,FALSE
164500164,Plug-in Hybrid Electric Vehicle (PHEV),TOYOTA,Prius Prime,Used,0,December 26 2019,Registration Renewal,2019,No,25,Passenger,FALSE
164500164,Plug-in Hybrid Electric Vehicle (PHEV),TOYOTA,Prius Prime,Used,0,December 17 2020,Registration Renewal,2020,No,25,Passenger,FALSE
164500164,Plug-in Hybrid Electric Vehicle (PHEV),TOYOTA,Prius Prime,Used,0,December 02 2021,Registration Renewal,2021,No,25,Passenger,FALSE
275869737,Plug-in Hybrid Electric Vehicle (PHEV),TOYOTA,Prius Prime,New,32988,May 21 2018,Original Title,2018,Not Applicable,25,Passenger,FALSE
297235914,Plug-in Hybrid Electric Vehicle (PHEV),TOYOTA,Prius Prime,New,30398,December 05 2018,Original Title,2018,Not Applicable,25,Passenger,FALSE
297235914,Plug-in Hybrid Electric Vehicle (PHEV),TOYOTA,Prius Prime,New,0,December 05 2018,Original Registration,2018,No,25,Passenger,FALSE
297235914,Plug-in Hybrid Electric Vehicle (PHEV),TOYOTA,Prius Prime,Used,0,October 09 2019,Registration Renewal,2019,No,25,Passenger,FALSE
297235914,Plug-in Hybrid Electric Vehicle (PHEV),TOYOTA,Prius Prime,Used,0,October 26 2020,Registration Renewal,2020,No,25,Passenger,FALSE
297235914,Plug-in Hybrid Electric Vehicle (PHEV),TOYOTA,Prius Prime,Used,0,October 07 2021,Registration Renewal,2021,No,25,Passenger,FALSE
297235914,Plug-in Hybrid Electric Vehicle (PHEV),TOYOTA,Prius Prime,Used,0,October 13 2022,Registration Renewal,2022,No,25,Passenger,FALSE
164456568,Plug-in Hybrid Electric Vehicle (PHEV),TOYOTA,Prius Prime,New,28000,June 28 2018,Original Title,2018,Not Applicable,25,Passenger,FALSE
211153911,Plug-in Hybrid Electric Vehicle (PHEV),TOYOTA,Prius Plug-in,Used,0,September 06 2022,Original Registration,2022,No,6,Passenger,FALSE
211153911,Plug-in Hybrid Electric Vehicle (PHEV),TOYOTA,Prius Plug-in,Used,18999,September 06 2022,Original Title,2022,Not Applicable,6,Passenger,FALSE
211172986,Plug-in Hybrid Electric Vehicle (PHEV),TOYOTA,Prius Prime,New,34130,March 27 2018,Original Title,2018,Not Applicable,25,Passenger,FALSE
211172986,Plug-in Hybrid Electric Vehicle (PHEV),TOYOTA,Prius Prime,New,0,March 27 2018,Original Registration,2018,No,25,Passenger,FALSE
211172986,Plug-in Hybrid Electric Vehicle (PHEV),TOYOTA,Prius Prime,Used,0,June 27 2019,Registration Renewal,2019,No,25,Passenger,FALSE
211172986,Plug-in Hybrid Electric Vehicle (PHEV),TOYOTA,Prius Prime,Used,0,March 19 2020,Registration Renewal,2020,No,25,Passenger,FALSE
211172986,Plug-in Hybrid Electric Vehicle (PHEV),TOYOTA,Prius Prime,Used,0,March 29 2021,Registration Renewal,2021,No,25,Passenger,FALSE
211172986,Plug-in Hybrid Electric Vehicle (PHEV),TOYOTA,Prius Prime,Used,0,March 28 2022,Registration Renewal,2022,No,25,Passenger,FALSE
169142249,Plug-in Hybrid Electric Vehicle (PHEV),TOYOTA,Prius Prime,New,28500,October 05 2018,Original Title,2018,Not Applicable,25,Passenger,FALSE
169142249,Plug-in Hybrid Electric Vehicle (PHEV),TOYOTA,Prius Prime,New,0,October 05 2018,Original Registration,2018,No,25,Passenger,FALSE
171247282,Plug-in Hybrid Electric Vehicle (PHEV),TOYOTA,Prius Prime,Used,0,May 06 2021,Registration Renewal,2021,No,25,Passenger,FALSE
313013256,Plug-in Hybrid Electric Vehicle (PHEV),TOYOTA,Prius Prime,Used,0,June 07 2021,Registration Renewal,2021,No,25,Passenger,FALSE
313013256,Plug-in Hybrid Electric Vehicle (PHEV),TOYOTA,Prius Prime,Used,0,June 02 2022,Registration Renewal,2022,No,25,Passenger,FALSE
313013256,Plug-in Hybrid Electric Vehicle (PHEV),TOYOTA,Prius Prime,New,28963,June 16 2017,Original Title,2017,Not Applicable,25,Passenger,FALSE
313013256,Plug-in Hybrid Electric Vehicle (PHEV),TOYOTA,Prius Prime,New,0,June 16 2017,Original Registration,2017,No,25,Passenger,FALSE
313013256,Plug-in Hybrid Electric Vehicle (PHEV),TOYOTA,Prius Prime,Used,0,June 04 2018,Registration Renewal,2018,No,25,Passenger,FALSE
313013256,Plug-in Hybrid Electric Vehicle (PHEV),TOYOTA,Prius Prime,Used,0,May 15 2019,Registration Renewal,2019,No,25,Passenger,FALSE
313013256,Plug-in Hybrid Electric Vehicle (PHEV),TOYOTA,Prius Prime,Used,0,June 15 2020,Registration Renewal,2020,No,25,Passenger,FALSE
298436932,Plug-in Hybrid Electric Vehicle (PHEV),TOYOTA,Prius Prime,Used,0,April 07 2021,Registration Renewal,2021,No,25,Passenger,FALSE
298436932,Plug-in Hybrid Electric Vehicle (PHEV),TOYOTA,Prius Prime,Used,0,March 12 2022,Registration Renewal,2022,No,25,Passenger,FALSE
167253586,Plug-in Hybrid Electric Vehicle (PHEV),TOYOTA,RAV4 Prime,New,41524,June 16 2021,Original Title,2021,Not Applicable,42,Passenger,TRUE
167253586,Plug-in Hybrid Electric Vehicle (PHEV),TOYOTA,RAV4 Prime,New,0,June 16 2021,Original Registration,2021,No,42,Passenger,TRUE
167253586,Plug-in Hybrid Electric Vehicle (PHEV),TOYOTA,RAV4 Prime,Used,0,May 13 2022,Registration Renewal,2022,Yes,42,Passenger,TRUE
154121327,Plug-in Hybrid Electric Vehicle (PHEV),TOYOTA,Prius Prime,Used,22998,June 05 2021,Original Title,2021,Not Applicable,25,Passenger,FALSE
154121327,Plug-in Hybrid Electric Vehicle (PHEV),TOYOTA,Prius Prime,Used,0,June 05 2021,Original Registration,2021,No,25,Passenger,FALSE
261411818,Plug-in Hybrid Electric Vehicle (PHEV),TOYOTA,Prius Plug-in,Used,0,September 18 2015,Transfer Title,2015,Not Applicable,6,Passenger,FALSE
261411818,Plug-in Hybrid Electric Vehicle (PHEV),TOYOTA,Prius Plug-in,Used,0,August 01 2016,Registration Renewal,2016,No,6,Passenger,FALSE
261411818,Plug-in Hybrid Electric Vehicle (PHEV),TOYOTA,Prius Plug-in,Used,0,July 29 2017,Registration Renewal,2017,No,6,Passenger,FALSE
261411818,Plug-in Hybrid Electric Vehicle (PHEV),TOYOTA,Prius Plug-in,Used,0,July 28 2018,Registration Renewal,2018,No,6,Passenger,FALSE
261411818,Plug-in Hybrid Electric Vehicle (PHEV),TOYOTA,Prius Plug-in,Used,0,July 30 2019,Registration at time of Transfer,2019,No,6,Passenger,FALSE
261411818,Plug-in Hybrid Electric Vehicle (PHEV),TOYOTA,Prius Plug-in,Used,0,August 04 2020,Registration Renewal,2020,No,6,Passenger,FALSE
261411818,Plug-in Hybrid Electric Vehicle (PHEV),TOYOTA,Prius Plug-in,Used,0,August 03 2021,Registration Renewal,2021,No,6,Passenger,FALSE
261411818,Plug-in Hybrid Electric Vehicle (PHEV),TOYOTA,Prius Plug-in,Used,0,July 30 2022,Registration Renewal,2022,No,6,Passenger,FALSE
102710429,Plug-in Hybrid Electric Vehicle (PHEV),TOYOTA,Prius Prime,Used,0,March 08 2021,Registration Renewal,2021,No,25,Passenger,FALSE
102710429,Plug-in Hybrid Electric Vehicle (PHEV),TOYOTA,Prius Prime,Used,0,March 09 2022,Registration Renewal,2022,No,25,Passenger,FALSE
346366198,Plug-in Hybrid Electric Vehicle (PHEV),TOYOTA,Prius Plug-in,Used,0,December 07 2015,Registration at time of Transfer,2015,No,6,Passenger,FALSE
346366198,Plug-in Hybrid Electric Vehicle (PHEV),TOYOTA,Prius Plug-in,Used,0,December 07 2015,Transfer Title,2015,Not Applicable,6,Passenger,FALSE
261236118,Plug-in Hybrid Electric Vehicle (PHEV),TOYOTA,Prius Prime,New,33904,July 13 2018,Original Title,2018,Not Applicable,25,Passenger,FALSE
261236118,Plug-in Hybrid Electric Vehicle (PHEV),TOYOTA,Prius Prime,New,0,July 13 2018,Original Registration,2018,No,25,Passenger,FALSE
261236118,Plug-in Hybrid Electric Vehicle (PHEV),TOYOTA,Prius Prime,Used,0,June 28 2019,Registration Renewal,2019,No,25,Passenger,FALSE
261236118,Plug-in Hybrid Electric Vehicle (PHEV),TOYOTA,Prius Prime,Used,0,June 16 2020,Registration Renewal,2020,No,25,Passenger,FALSE
261236118,Plug-in Hybrid Electric Vehicle (PHEV),TOYOTA,Prius Prime,Used,0,June 14 2021,Registration Renewal,2021,No,25,Passenger,FALSE
261236118,Plug-in Hybrid Electric Vehicle (PHEV),TOYOTA,Prius Prime,Used,0,July 01 2022,Registration Renewal,2022,No,25,Passenger,FALSE
281120227,Plug-in Hybrid Electric Vehicle (PHEV),TOYOTA,Prius Prime,New,28700,June 18 2018,Original Title,2018,Not Applicable,25,Passenger,FALSE
281120227,Plug-in Hybrid Electric Vehicle (PHEV),TOYOTA,Prius Prime,New,0,June 18 2018,Original Registration,2018,No,25,Passenger,FALSE
281120227,Plug-in Hybrid Electric Vehicle (PHEV),TOYOTA,Prius Prime,Used,0,April 29 2019,Registration Renewal,2019,No,25,Passenger,FALSE
281120227,Plug-in Hybrid Electric Vehicle (PHEV),TOYOTA,Prius Prime,Used,0,June 01 2020,Registration Renewal,2020,No,25,Passenger,FALSE
281120227,Plug-in Hybrid Electric Vehicle (PHEV),TOYOTA,Prius Prime,Used,0,May 17 2021,Registration Renewal,2021,No,25,Passenger,FALSE
281120227,Plug-in Hybrid Electric Vehicle (PHEV),TOYOTA,Prius Prime,Used,0,May 16 2022,Registration Renewal,2022,No,25,Passenger,FALSE
141165041,Plug-in Hybrid Electric Vehicle (PHEV),TOYOTA,Prius Prime,New,0,March 23 2018,Original Registration,2018,No,25,Passenger,FALSE
141165041,Plug-in Hybrid Electric Vehicle (PHEV),TOYOTA,Prius Prime,Used,0,March 27 2019,Registration Renewal,2019,No,25,Passenger,FALSE
141165041,Plug-in Hybrid Electric Vehicle (PHEV),TOYOTA,Prius Prime,Used,0,April 13 2020,Registration Renewal,2020,No,25,Passenger,FALSE
141165041,Plug-in Hybrid Electric Vehicle (PHEV),TOYOTA,Prius Prime,Used,0,April 13 2021,Registration Renewal,2021,No,25,Passenger,FALSE
141165041,Plug-in Hybrid Electric Vehicle (PHEV),TOYOTA,Prius Prime,Used,0,March 14 2022,Registration Renewal,2022,No,25,Passenger,FALSE
141165041,Plug-in Hybrid Electric Vehicle (PHEV),TOYOTA,Prius Prime,New,29919,March 23 2018,Original Title,2018,Not Applicable,25,Passenger,FALSE
271842168,Plug-in Hybrid Electric Vehicle (PHEV),TOYOTA,Prius Plug-in,Used,0,March 25 2017,Registration Renewal,2017,No,6,Passenger,FALSE
271842168,Plug-in Hybrid Electric Vehicle (PHEV),TOYOTA,Prius Plug-in,Used,0,February 20 2018,Registration Renewal,2018,No,6,Passenger,FALSE
271842168,Plug-in Hybrid Electric Vehicle (PHEV),TOYOTA,Prius Plug-in,Used,0,June 12 2019,Registration Renewal,2019,No,6,Passenger,FALSE
271842168,Plug-in Hybrid Electric Vehicle (PHEV),TOYOTA,Prius Plug-in,Used,0,March 27 2020,Registration Renewal,2020,No,6,Passenger,FALSE
271842168,Plug-in Hybrid Electric Vehicle (PHEV),TOYOTA,Prius Plug-in,Used,0,February 18 2021,Registration Renewal,2021,No,6,Passenger,FALSE
271842168,Plug-in Hybrid Electric Vehicle (PHEV),TOYOTA,Prius Plug-in,Used,0,April 20 2022,Registration Renewal,2022,No,6,Passenger,FALSE
181401818,Plug-in Hybrid Electric Vehicle (PHEV),TOYOTA,Prius Plug-in,Used,5000,March 30 2017,Transfer Title,2017,Not Applicable,6,Passenger,FALSE
181401818,Plug-in Hybrid Electric Vehicle (PHEV),TOYOTA,Prius Plug-in,Used,0,March 30 2017,Registration at time of Transfer,2017,No,6,Passenger,FALSE
196612209,Plug-in Hybrid Electric Vehicle (PHEV),TOYOTA,RAV4 Prime,New,50782,April 21 2022,Original Title,2022,Not Applicable,42,Passenger,TRUE
196612209,Plug-in Hybrid Electric Vehicle (PHEV),TOYOTA,RAV4 Prime,New,0,April 21 2022,Original Registration,2022,No,42,Passenger,TRUE
179586494,Plug-in Hybrid Electric Vehicle (PHEV),TOYOTA,Prius Prime,Used,29321,November 16 2022,Transfer Title,2022,Not Applicable,25,Passenger,FALSE
179586494,Plug-in Hybrid Electric Vehicle (PHEV),TOYOTA,Prius Prime,Used,0,November 16 2022,Registration at time of Transfer,2022,No,25,Passenger,FALSE
209246698,Plug-in Hybrid Electric Vehicle (PHEV),TOYOTA,RAV4 Prime,New,43637,July 22 2022,Original Title,2022,Not Applicable,42,Passenger,TRUE
209246698,Plug-in Hybrid Electric Vehicle (PHEV),TOYOTA,RAV4 Prime,New,0,July 22 2022,Original Registration,2022,No,42,Passenger,TRUE
350343920,Battery Electric Vehicle (BEV),TOYOTA,RAV4,Used,0,July 02 2020,Registration Renewal,2020,Yes,103,Passenger,TRUE
4951474,Plug-in Hybrid Electric Vehicle (PHEV),TOYOTA,Prius Prime,New,34464,January 07 2020,Original Title,2020,Not Applicable,25,Passenger,FALSE
4951474,Plug-in Hybrid Electric Vehicle (PHEV),TOYOTA,Prius Prime,New,0,January 07 2020,Original Registration,2020,No,25,Passenger,FALSE
4951474,Plug-in Hybrid Electric Vehicle (PHEV),TOYOTA,Prius Prime,Used,0,January 27 2021,Registration Renewal,2021,No,25,Passenger,FALSE
4951474,Plug-in Hybrid Electric Vehicle (PHEV),TOYOTA,Prius Prime,Used,0,November 23 2021,Registration Renewal,2021,No,25,Passenger,FALSE
350343920,Battery Electric Vehicle (BEV),TOYOTA,RAV4,Used,0,June 02 2021,Registration Renewal,2021,Yes,103,Passenger,TRUE
350343920,Battery Electric Vehicle (BEV),TOYOTA,RAV4,Used,0,July 09 2022,Registration Renewal,2022,Yes,103,Passenger,TRUE
144946518,Plug-in Hybrid Electric Vehicle (PHEV),TOYOTA,RAV4 Prime,Used,59242,January 27 2021,Original Title,2021,Not Applicable,42,Passenger,TRUE
144946518,Plug-in Hybrid Electric Vehicle (PHEV),TOYOTA,RAV4 Prime,Used,0,January 27 2021,Original Registration,2021,No,42,Passenger,TRUE
144946518,Plug-in Hybrid Electric Vehicle (PHEV),TOYOTA,RAV4 Prime,Used,0,December 21 2021,Registration Renewal,2021,Yes,42,Passenger,TRUE
144102290,Plug-in Hybrid Electric Vehicle (PHEV),TOYOTA,Prius Prime,New,30217,February 18 2021,Original Title,2021,Not Applicable,25,Passenger,FALSE
144102290,Plug-in Hybrid Electric Vehicle (PHEV),TOYOTA,Prius Prime,New,0,February 18 2021,Original Registration,2021,No,25,Passenger,FALSE
144102290,Plug-in Hybrid Electric Vehicle (PHEV),TOYOTA,Prius Prime,Used,0,January 25 2022,Registration Renewal,2022,No,25,Passenger,FALSE
203028220,Plug-in Hybrid Electric Vehicle (PHEV),TOYOTA,Prius Prime,New,34638,February 01 2018,Original Title,2018,Not Applicable,25,Passenger,FALSE
203028220,Plug-in Hybrid Electric Vehicle (PHEV),TOYOTA,Prius Prime,New,0,February 01 2018,Original Registration,2018,No,25,Passenger,FALSE
203028220,Plug-in Hybrid Electric Vehicle (PHEV),TOYOTA,Prius Prime,Used,0,January 07 2019,Registration Renewal,2019,No,25,Passenger,FALSE
234090454,Plug-in Hybrid Electric Vehicle (PHEV),TOYOTA,Prius Prime,New,34614,October 04 2017,Original Title,2017,Not Applicable,25,Passenger,FALSE
234090454,Plug-in Hybrid Electric Vehicle (PHEV),TOYOTA,Prius Prime,New,0,October 04 2017,Original Registration,2017,No,25,Passenger,FALSE
152335207,Plug-in Hybrid Electric Vehicle (PHEV),TOYOTA,Prius Plug-in,Used,0,September 12 2017,Registration Renewal,2017,No,6,Passenger,FALSE
152335207,Plug-in Hybrid Electric Vehicle (PHEV),TOYOTA,Prius Plug-in,Used,0,August 22 2018,Registration Renewal,2018,No,6,Passenger,FALSE
152335207,Plug-in Hybrid Electric Vehicle (PHEV),TOYOTA,Prius Plug-in,Used,0,August 23 2019,Registration Renewal,2019,No,6,Passenger,FALSE
152335207,Plug-in Hybrid Electric Vehicle (PHEV),TOYOTA,Prius Plug-in,Used,0,August 12 2013,Registration at time of Transfer,2013,No,6,Passenger,FALSE
152335207,Plug-in Hybrid Electric Vehicle (PHEV),TOYOTA,Prius Plug-in,Used,0,August 12 2013,Transfer Title,2013,Not Applicable,6,Passenger,FALSE
152335207,Plug-in Hybrid Electric Vehicle (PHEV),TOYOTA,Prius Plug-in,Used,0,July 11 2014,Registration Renewal,2014,No,6,Passenger,FALSE
152335207,Plug-in Hybrid Electric Vehicle (PHEV),TOYOTA,Prius Plug-in,Used,0,July 21 2015,Registration Renewal,2015,No,6,Passenger,FALSE
152335207,Plug-in Hybrid Electric Vehicle (PHEV),TOYOTA,Prius Plug-in,Used,0,July 28 2016,Registration Renewal,2016,No,6,Passenger,FALSE
183277174,Plug-in Hybrid Electric Vehicle (PHEV),TOYOTA,Prius Plug-in,Used,3823,November 15 2021,Original Title,2021,Not Applicable,6,Passenger,FALSE
